zone,temp,temp_max,ach,ehf,area,ratio,zone_height,azimuth,floor_height,absorptance,wall_u,wall_ct,wwr,glass,shading,people,corner_window,corridor_window,open_fac,roof,ground,v_ar,file,whole
4,27.808371135987567,35.90180623252074,2.4881480003514227,0.9342307692307692,0.8522879074016998,0.1967700158628396,0.3059418747057001,0.027858175114545216,0.8911862820994856,0.19564066168483377,0.4600192633549071,0.79393520266874,0.47388032323302914,0.16835628086235097,0.26057834326234264,0.5081974998294906,0.019988053337187388,0.0413327367824955,0.7271626659181112,0.12746846612852855,0.8095816512012086,0.2255324184348298,whole_0001.epJSON,True
5,27.808037176128543,35.89234879589117,2.4878502049434723,0.9407692307692308,0.8522879074016998,0.1967700158628396,0.3059418747057001,0.027858175114545216,0.8911862820994856,0.19564066168483377,0.4600192633549071,0.79393520266874,0.47388032323302914,0.16835628086235097,0.26057834326234264,0.5081974998294906,0.019988053337187388,0.0413327367824955,0.7271626659181112,0.12746846612852855,0.8095816512012086,0.2255324184348298,whole_0001.epJSON,True
0,29.85941368293456,38.91754858216317,0.08034035643835734,0.8638461538461538,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
1,29.403420264160847,38.50869229507232,0.0795231059438513,0.8361538461538461,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
2,29.83468781691591,38.51480487834278,0.08110118490719662,0.8903846153846153,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
3,29.3531194522324,37.88821670810177,0.08027126977522518,0.8634615384615385,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
4,29.880566687375094,38.97884458439543,0.08059293661799724,0.8780769230769231,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
5,29.422800361837705,38.51093169779924,0.0798029463643305,0.8496153846153847,0.86573157131365,0.2387527613230186,0.5425830765606939,0.5687889758440828,0.4531966059005848,0.41160400973251005,0.9799105273514547,0.14884241727158773,0.5175345939202052,0.625883866978118,0.22978898319391397,0.1005895634564832,0.36249018622913065,0.13288874005457785,0.0118709320019328,0.7015413908398241,0.13926458192641533,0.9280558966038739,whole_0002.epJSON,True
0,28.63433817619345,36.988492211800455,4.869035752938863,0.7830769230769231,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
1,26.910692024138708,36.05892754207211,28.50916513900786,0.5703846153846154,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
2,28.329255077006863,36.62667025523555,4.797204378997293,0.7696153846153846,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
3,28.223877684749684,36.51057935144338,4.769720323768961,0.7442307692307693,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
4,26.587021696623506,35.86077526533711,28.06068185280171,0.5246153846153846,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
5,26.508851121504776,35.81735219502006,30.608555726144942,0.5211538461538462,0.7198475603951187,0.7300407572503199,0.26544577802601715,0.9614416683167806,0.15073888138859243,0.6591487277278658,0.7973788246566323,0.8625638731066192,0.7069830743528012,0.35227710132201506,0.15981641291040644,0.5123694214332739,0.7610525163155586,0.28887671748746446,0.9066820263389714,0.43552571188458405,0.569218528713567,0.7635871437127022,whole_0003.epJSON,True
0,30.209439996803642,38.665971154955095,0.5944998214513113,0.9911538461538462,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
1,28.901022547108536,38.12391779487298,3.904392240772186,0.97,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
2,30.339344889811652,38.63380684943362,0.5962508941707487,0.995,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
3,30.281240177464888,38.47057122918562,0.595802466268064,0.995,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
4,28.76836570718114,38.18761891783566,3.831100033686317,0.9411538461538461,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
5,28.883300090684262,38.09648779558232,3.300796816455307,0.9473076923076923,0.82460509151911,0.682774348008786,0.07534576190030949,0.8339876166569827,0.38337985633315863,0.5179796218392927,0.9877600056264633,0.8129618908524487,0.8024142745214778,0.7861685882414107,0.8884192018885728,0.6106321240107276,0.8290357287457277,0.4088871275484462,0.2503136415814354,0.7099786755919961,0.5390267306535622,0.21351355156164536,whole_0004.epJSON,True
0,26.94744435636703,36.113280942600205,6.15993665586243,0.6342307692307693,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
1,25.333276660947977,35.057612578581846,57.93188230424134,0.42230769230769233,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
2,26.77862521303498,35.46348214266232,6.065653731038895,0.62,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
3,26.71501118708998,35.4236924078916,6.022393935224325,0.6103846153846154,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
4,25.373445419092906,35.330323482285614,72.27835439051908,0.4169230769230769,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
5,25.264550638675818,35.02827190279059,66.28420734425129,0.41115384615384615,0.9054750778004836,0.5035195540908118,0.7118236083423441,0.3780835139212781,0.9112503858810679,0.8029138182792146,0.1658485754102252,0.040843359844948926,0.9249605459306486,0.04062319522349923,0.545447865832592,0.7829445536148534,0.6738371988288845,0.8590216619562415,0.9719604445307056,0.48464932285823337,0.9208871943788222,0.6502808924094043,whole_0005.epJSON,True
0,27.994732372082574,35.74857530083112,0.6644004440199942,0.801923076923077,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
1,27.945563207336118,35.63292351531367,0.6635356687259759,0.7953846153846154,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
2,28.457376956114683,36.43626214427805,0.6769225269486367,0.8430769230769231,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
3,28.394871056560415,36.28148930601243,0.6758723614484977,0.8392307692307692,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
4,27.94577994414548,35.74917515282868,0.6623715497751751,0.7965384615384615,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
5,27.872806830372888,35.575780855502,0.6608358219012294,0.791923076923077,0.22020326828503578,0.31112705136719826,0.2428736410358539,0.9043030047849977,0.5555358729298526,0.2635146661461878,0.7420386933161214,0.6538732841992815,0.8051849118098514,0.8052090335328252,0.8801118648482665,0.46231890586355706,0.2518766683572845,0.3819027066743448,0.17882018037989122,0.5846478768854876,0.6310163610795052,0.727744285261789,whole_0006.epJSON,True
0,29.22567864665534,37.31647461438057,0.6718587967537417,0.9007692307692308,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
1,28.12407794449085,37.01526406793284,3.166595395335283,0.7815384615384615,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
2,29.445528229448392,37.30659804925931,0.6757113615299316,0.9207692307692308,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
3,29.42869013546244,37.34342846610504,0.6756281758630096,0.9196153846153846,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
4,28.290955973942154,37.052162002073295,3.060421768388108,0.8207692307692308,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
5,27.92189649074121,37.0782942748359,4.367617586829206,0.7692307692307693,0.7246583860193992,0.3797285660171391,0.4978794370580509,0.11670870555912395,0.4126085822985001,0.13690838430850613,0.47183363695265623,0.4914957781627965,0.6311787033716253,0.6212949955345899,0.9279140483922365,0.6189337910459037,0.9907733187125523,0.13519530894106524,0.27332849035631623,0.7618323180998721,0.4321787027026583,0.6518219520078051,whole_0007.epJSON,True
0,28.549952687793,37.0108221169587,0.23602539268798717,0.813076923076923,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
1,28.474363131350714,36.91787738790076,0.2349831559136167,0.8053846153846154,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
2,28.636806195373904,37.0198842842994,0.2372253373092047,0.8303846153846154,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
3,28.560693799126636,36.86709775836732,0.23622194636735938,0.8238461538461539,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
4,28.580540877186632,37.11943105327568,0.23633199803317503,0.816923076923077,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
5,28.505421306333076,36.99693522067823,0.235277345608523,0.8103846153846154,0.975937076904304,0.28206211894347427,0.3160541906472621,0.5670616818194122,0.9083954568435381,0.38194292286791265,0.24209450855819514,0.19414777660836724,0.07084348227049221,0.2761052331643873,0.7925486027771389,0.021803071965211755,0.3108346665282116,0.5779273753126773,0.4270228281589986,0.7379789392877738,0.19091783824809241,0.7681460291048483,whole_0008.epJSON,True
0,27.490745865937246,36.21349594572357,3.7381847162318347,0.7830769230769231,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
1,25.50960782353904,35.207489039113426,51.346720302346355,0.5126923076923077,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
2,27.467128292523736,35.98119638485228,3.7354431016703824,0.7876923076923077,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
3,27.402620013119247,35.90142416917454,3.7147657221355077,0.7815384615384615,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
4,25.472912811542706,35.31708709022084,47.81468388767096,0.5084615384615384,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
5,25.571113718664247,35.2979138705304,34.471072259044156,0.5173076923076924,0.8462341221072126,0.50469601950377,0.336774830364963,0.6621388090566042,0.9866621378810189,0.8575610698459412,0.4264787198962357,0.6299811257821666,0.7318895831601235,0.49812555319447455,0.7813087161945105,0.608462999969563,0.9283931760180238,0.826017639239409,0.8343074940494206,0.8501043967986983,0.27504228177136375,0.4170656484903151,whole_0009.epJSON,True
0,27.504930543312376,35.491232316118,1.2886812547828856,0.9223076923076923,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
1,27.386980500953808,35.4592520219448,1.2744539218280075,0.9165384615384615,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
2,27.586713985860516,35.54489282101227,1.2975203009199743,0.93,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
3,27.468994703338115,35.51405495280367,1.2837231486988323,0.9253846153846154,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
4,27.516240945166295,35.52360592295679,1.2899023174342303,0.9230769230769231,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
5,27.398258259718137,35.49105968489482,1.276002911797606,0.916923076923077,0.5348785330333644,0.09348343014945185,0.9617079892909016,0.5410351530208453,0.769114580968344,0.048593577242040296,0.07573889986457304,0.20861256253764343,0.2782957967979463,0.18112905204355695,0.3651934091726764,0.1586326893080668,0.10760490183989517,0.49318275654842747,0.5631047890682174,0.42695526957373686,0.41209337858361056,0.16777328018714519,whole_0010.epJSON,True
